Date,Item,Shortage Qty 
13-07-2023,U44G4,6
13-07-2023,UK8XU,8
13-07-2023,VXUSU,3
13-07-2023,VZZX8,6
13-07-2023,XX2OX,13
13-07-2023,ZDXV4,10
13-07-2023,ZXD8I,1
14-07-2023,0G0GM,1
14-07-2023,2DX0G,10
14-07-2023,22KDD,75
14-07-2023,2Z2XS,2
14-07-2023,468VV,16
14-07-2023,4OSZ4,2
14-07-2023,48SOX,10
14-07-2023,64IVO,7
14-07-2023,64D6G,10
14-07-2023,686UK,41
14-07-2023,8QI20,1
14-07-2023,0VI46,10
14-07-2023,D280V,7
14-07-2023,DD26M,4
14-07-2023,D2D62,5
14-07-2023,D2Q2U,15
14-07-2023,DQ2GK,30
14-07-2023,G0ID0,3
14-07-2023,G48UZ,5
14-07-2023,GQGZV,18
14-07-2023,K4SX6,102
14-07-2023,K6XDI,4
14-07-2023,KKX64,5
14-07-2023,MG6KX,6
14-07-2023,OKGG6,4
14-07-2023,S888V,5
14-07-2023,U44G4,6
14-07-2023,UK8XU,8
14-07-2023,VZZX8,6
14-07-2023,XI8D8,2
14-07-2023,XX2OX,13
14-07-2023,ZDXV4,15
14-07-2023,ZXD8I,1
17-07-2023,0G0GM,1
17-07-2023,2DX0G,10
17-07-2023,2XK0D,7
17-07-2023,2Z2XS,2
17-07-2023,468VV,16
17-07-2023,4OSZ4,2
17-07-2023,64IVO,8
17-07-2023,64D6G,28
17-07-2023,686UK,1
17-07-2023,64QK8,4
17-07-2023,6K66I,5
17-07-2023,6KOXX,1
17-07-2023,8QI20,1
17-07-2023,0VI46,10
17-07-2023,D280V,9
17-07-2023,D6SOI,374
17-07-2023,DGU2D,1
17-07-2023,DQ2GK,30
17-07-2023,G48UZ,5
17-07-2023,IGUQX,6
17-07-2023,K4SX6,114
17-07-2023,K6XDI,20
17-07-2023,KKX64,6
17-07-2023,KMDMO,24
17-07-2023,OKGG6,7
25-04-2023,D0D2U,121
25-04-2023,DD0QI,288
25-04-2023,DKI4V,1
25-04-2023,G2S0X,24
25-04-2023,GI40X,7
25-04-2023,I00XS,3
25-04-2023,I46D8,1
25-04-2023,I0XGV,1
25-04-2023,K8IM8,15
25-04-2023,K6I6G,12
25-04-2023,MG0K8,25
25-04-2023,MQO6S,6
25-04-2023,O8O0Q,34
25-04-2023,OM0KG,1
25-04-2023,OX0D0,149
25-04-2023,U40SD,13
25-04-2023,UVI84,2
25-04-2023,UXIXM,2
25-04-2023,XG62I,74
25-04-2023,XSXOD,2
25-04-2023,XU66G,25
25-04-2023,Z6K0G,1
25-04-2023,Z8O2X,10
25-04-2023,ZGI8Q,10
25-04-2023,ZMVX0,3
25-04-2023,ZSDSX,77
25-04-2023,ZZ0Q2,95
26-04-2023,08VGO,95
26-04-2023,224ZZ,237
26-04-2023,2OM6G,8
26-04-2023,4SU4I,4
26-04-2023,4U6GX,4
26-04-2023,4V2XU,124
26-04-2023,4GI2O,28
26-04-2023,644GM,25
26-04-2023,6KMS4,40
26-04-2023,6U8XZ,22
26-04-2023,6DKMO,40
26-04-2023,6KVVZ,123
26-04-2023,6ZGV2,2
26-04-2023,8DUOO,26
26-04-2023,82X4K,101
26-04-2023,8D4DQ,67
26-04-2023,8D0XM,1
26-04-2023,8Q82K,311
26-04-2023,0IXD2,1
26-04-2023,0U8M6,199
26-04-2023,D4V6O,2
26-04-2023,D0D2U,138
26-04-2023,DD0QI,289
26-04-2023,DKI4V,1
26-04-2023,G2S0X,24
26-04-2023,GI40X,7
26-04-2023,G00XK,10
26-04-2023,I46D8,1
26-04-2023,I0XGV,1
26-04-2023,ISMID,1
26-04-2023,IXV2I,15
26-04-2023,K8IM8,20
26-04-2023,KUZGK,32
26-04-2023,K6I6G,12
26-04-2023,MG0K8,25
26-04-2023,MQO6S,6
26-04-2023,O8O0Q,34
26-04-2023,OX0D0,157
26-04-2023,QO60X,49
26-04-2023,UVI84,2
26-04-2023,UXIXM,2
26-04-2023,XG62I,14
26-04-2023,XU66G,25
26-04-2023,XUDKX,6
26-04-2023,Z6K0G,3
26-04-2023,ZMVX0,3
26-04-2023,ZUZK2,1
26-04-2023,ZZ0Q2,98
27-04-2023,224ZZ,137
27-04-2023,2OM6G,8
27-04-2023,4SU4I,4
27-04-2023,4U6GX,4
27-04-2023,4V2XU,110
27-04-2023,4GI2O,84
27-04-2023,644GM,25
27-04-2023,6U8XZ,5
27-04-2023,60QKD,60
27-04-2023,6DKMO,40
27-04-2023,6ZGV2,2
27-04-2023,8DUOO,26
27-04-2023,82X4K,114
27-04-2023,8ZDSG,27
27-04-2023,0IXD2,1
27-04-2023,0U8M6,199
27-04-2023,D4V6O,2
27-04-2023,D0D2U,156
27-04-2023,DD0QI,210
27-04-2023,DKI4V,1
27-04-2023,G2S0X,25
27-04-2023,GI40X,7
27-04-2023,GS22K,19
27-04-2023,G00XK,19
27-04-2023,I00XS,2
27-04-2023,I0XGV,1
27-04-2023,ISMID,4
27-04-2023,IXV2I,15
27-04-2023,K8IM8,20
27-04-2023,KVQQD,11
27-04-2023,K6I6G,12
27-04-2023,MZZQD,51
27-04-2023,O8O0Q,15
27-04-2023,OX0D0,169
27-04-2023,QO60X,51
27-04-2023,UXIXM,2
27-04-2023,V0X44,39
27-04-2023,XG62I,14
27-04-2023,XUDKX,6
27-04-2023,Z0K64,30
27-04-2023,Z6K0G,3
27-04-2023,Z8O2X,15
27-04-2023,ZGI8Q,15
27-04-2023,ZMVX0,3
27-04-2023,ZUZK2,1
27-04-2023,ZZ0Q2,73
28-04-2023,224ZZ,137
28-04-2023,2OM6G,8
28-04-2023,4SU4I,4
28-04-2023,4U6GX,4
28-04-2023,4V2XU,110
28-04-2023,4GI2O,167
28-04-2023,640VS,104
28-04-2023,6U8XZ,89
28-04-2023,6DKMO,40
28-04-2023,6ZGV2,2
28-04-2023,8DUOO,76
28-04-2023,82X4K,114
28-04-2023,0IXD2,1
28-04-2023,0U8M6,199
28-04-2023,D4V6O,2
28-04-2023,D8G2G,1
28-04-2023,D0D2U,224
28-04-2023,DD0QI,237
28-04-2023,G2S0X,25
28-04-2023,GI40X,7
28-04-2023,G00XK,56
28-04-2023,I00XS,29
28-04-2023,I0XGV,1
28-04-2023,ISMID,5
28-04-2023,IXV2I,14
28-04-2023,K8IM8,20
28-04-2023,KVQQD,43
28-04-2023,K6I6G,12
28-04-2023,MGQG8,6
28-04-2023,MX24U,11
28-04-2023,O8O0Q,25
28-04-2023,OX0D0,178
28-04-2023,QO60X,51
28-04-2023,UXIXM,2
28-04-2023,V0X44,64
28-04-2023,XG62I,38
28-04-2023,XUDKX,6
28-04-2023,Z0K64,10
28-04-2023,Z6K0G,4
28-04-2023,Z8O2X,15
28-04-2023,ZGI8Q,15
28-04-2023,ZMVX0,3
28-04-2023,ZZ0Q2,78
29-04-2023,08VGO,15
29-04-2023,224ZZ,11
29-04-2023,2OM6G,8
29-04-2023,46MVD,5
29-04-2023,4SU4I,4
29-04-2023,4U6GX,4
29-04-2023,4V2XU,112
29-04-2023,4Z2D8,2
29-04-2023,4GI2O,176
29-04-2023,640VS,1101
29-04-2023,6KMS4,1
29-04-2023,66K6G,2
29-04-2023,6DKMO,42
29-04-2023,6ZGV2,2
29-04-2023,8QK0Q,10
29-04-2023,82X4K,161
29-04-2023,82DX4,49
29-04-2023,06O0G,65
29-04-2023,0IXD2,1
29-04-2023,0U8M6,199
29-04-2023,D4V6O,2
29-04-2023,D0D2U,259
29-04-2023,DD0QI,266
29-04-2023,G2S0X,5
29-04-2023,G4DSG,20
29-04-2023,GKDK6,10
29-04-2023,G00XK,79
29-04-2023,I00XS,29
29-04-2023,I0XGV,1
29-04-2023,ISMID,5
29-04-2023,IXV2I,14
29-04-2023,K8IM8,100
29-04-2023,KVQQD,110
29-04-2023,K6I6G,12
29-04-2023,KSM6X,3
29-04-2023,MIZDD,32
29-04-2023,MV8OU,197
29-04-2023,O8O0Q,65
29-04-2023,OM0KG,1
29-04-2023,OX0D0,228
29-04-2023,Q8UG2,43
29-04-2023,QO60X,51
29-04-2023,UG2UO,87
29-04-2023,UIZ0Q,512
29-04-2023,UXIXM,1
29-04-2023,V0X44,347
29-04-2023,XG62I,48
29-04-2023,XZ6KS,22
29-04-2023,XUDKX,271
29-04-2023,Z0K64,365
29-04-2023,Z6K0G,4
29-04-2023,ZMVX0,3
29-04-2023,ZZ0Q2,104
30-04-2023,08VGO,15
30-04-2023,224ZZ,11
30-04-2023,2OM6G,8
30-04-2023,46MVD,5
30-04-2023,4SU4I,4
30-04-2023,4U6GX,4
30-04-2023,4V2XU,112
30-04-2023,4Z2D8,2
30-04-2023,4GI2O,176
30-04-2023,640VS,1101
30-04-2023,6KMS4,1
30-04-2023,66K6G,2
30-04-2023,6DKMO,42
30-04-2023,6ZGV2,2
30-04-2023,8QK0Q,10
30-04-2023,82X4K,161
30-04-2023,82DX4,49
30-04-2023,06O0G,65
30-04-2023,0IXD2,1
30-04-2023,0U8M6,199
30-04-2023,D4V6O,2
30-04-2023,D0D2U,259
30-04-2023,DD0QI,266
30-04-2023,G2S0X,5
30-04-2023,G4DSG,20
30-04-2023,GKDK6,10
30-04-2023,G00XK,79
30-04-2023,I00XS,29
30-04-2023,I0XGV,1
30-04-2023,ISMID,5
30-04-2023,IXV2I,14
30-04-2023,K8IM8,100
30-04-2023,KVQQD,110
30-04-2023,K6I6G,12
30-04-2023,KSM6X,3
30-04-2023,MIZDD,32
30-04-2023,MV8OU,197
30-04-2023,O8O0Q,65
30-04-2023,OM0KG,1
30-04-2023,OX0D0,228
30-04-2023,Q8UG2,43
30-04-2023,QO60X,51
30-04-2023,UG2UO,87
30-04-2023,UIZ0Q,512
30-04-2023,UXIXM,1
30-04-2023,V0X44,347
30-04-2023,XG62I,48
30-04-2023,XZ6KS,22
30-04-2023,XUDKX,271
30-04-2023,Z0K64,365
30-04-2023,Z6K0G,4
30-04-2023,ZMVX0,3
30-04-2023,ZZ0Q2,104
01-05-2023,08VGO,15
01-05-2023,224ZZ,11
01-05-2023,2OM6G,8
01-05-2023,46MVD,5
01-05-2023,4SU4I,4
01-05-2023,4U6GX,4
01-05-2023,4V2XU,112
01-05-2023,4Z2D8,2
01-05-2023,4GI2O,176
01-05-2023,640VS,1101
01-05-2023,6KMS4,1
01-05-2023,66K6G,2
01-05-2023,6DKMO,42
01-05-2023,6ZGV2,2
01-05-2023,8QK0Q,10
01-05-2023,82X4K,161
01-05-2023,82DX4,49
01-05-2023,06O0G,65
01-05-2023,0IXD2,1
01-05-2023,0U8M6,199
01-05-2023,D4V6O,2
01-05-2023,D0D2U,259
01-05-2023,DD0QI,266
01-05-2023,G2S0X,5
01-05-2023,G4DSG,20
01-05-2023,GKDK6,10
01-05-2023,G00XK,79
01-05-2023,I00XS,29
01-05-2023,I0XGV,1
01-05-2023,ISMID,5
01-05-2023,IXV2I,14
01-05-2023,K8IM8,100
01-05-2023,KVQQD,110
01-05-2023,K6I6G,12
01-05-2023,KSM6X,3
01-05-2023,MIZDD,32
01-05-2023,MV8OU,197
01-05-2023,O8O0Q,65
01-05-2023,OM0KG,1
01-05-2023,OX0D0,228
01-05-2023,Q8UG2,43
01-05-2023,QO60X,51
01-05-2023,UG2UO,87
01-05-2023,UIZ0Q,512
01-05-2023,UXIXM,1
01-05-2023,V0X44,347
01-05-2023,XG62I,48
01-05-2023,XZ6KS,22
01-05-2023,XUDKX,271
01-05-2023,Z0K64,365
01-05-2023,Z6K0G,4
01-05-2023,ZMVX0,3
01-05-2023,ZZ0Q2,104
02-05-2023,0DO2X,43
02-05-2023,224ZZ,11
02-05-2023,284DD,15
02-05-2023,2GXGX,2
02-05-2023,2OM6G,8
02-05-2023,46QZ8,1
02-05-2023,4SU4I,4
02-05-2023,4U6GX,4
02-05-2023,4V2XU,112
02-05-2023,4Z2D8,2
02-05-2023,6U8XZ,7
02-05-2023,66K6G,2
02-05-2023,6DKMO,101
02-05-2023,8DUOO,77
02-05-2023,8QK0Q,10
02-05-2023,06O0G,65
02-05-2023,0IXD2,1
02-05-2023,0U8M6,199
02-05-2023,D0D2U,556
02-05-2023,DD0QI,266
02-05-2023,G2S0X,2
02-05-2023,G00XK,85
02-05-2023,G6DGK,112
02-05-2023,I00XS,35
02-05-2023,I0XGV,1
02-05-2023,ISMID,5
02-05-2023,IXV2I,14
02-05-2023,K8IM8,80
02-05-2023,KVQQD,114
02-05-2023,K6I6G,12
02-05-2023,KSM6X,3
02-05-2023,MIZDD,31
02-05-2023,O8O0Q,125
02-05-2023,OM0KG,1
02-05-2023,QO60X,47
02-05-2023,UIZ0Q,515
02-05-2023,V0X44,159
02-05-2023,XUDKX,272
02-05-2023,Z0K64,505
02-05-2023,Z6K0G,4
02-05-2023,Z88U6,97
02-05-2023,Z8O2X,18
02-05-2023,ZGI8Q,18
02-05-2023,ZMVX0,3
02-05-2023,ZZ0Q2,104
03-05-2023,0DO2X,59
03-05-2023,224ZZ,11
03-05-2023,284DD,15
03-05-2023,2GXGX,3
03-05-2023,2OM6G,8
03-05-2023,46QZ8,1
03-05-2023,4SU4I,4
03-05-2023,4U6GX,4
03-05-2023,4V2XU,112
03-05-2023,4Z2D8,2
03-05-2023,6U8XZ,60
03-05-2023,66K6G,2
03-05-2023,6DKMO,101
03-05-2023,8DUOO,77
03-05-2023,8QK0Q,10
03-05-2023,06O0G,66
03-05-2023,0IXD2,1
03-05-2023,0U8M6,269
03-05-2023,D0D2U,946
03-05-2023,DD0QI,259
03-05-2023,DGGQ6,337
03-05-2023,G2S0X,2
03-05-2023,GKDK6,267
03-05-2023,G00XK,91
03-05-2023,G6DGK,143
03-05-2023,I00XS,25
03-05-2023,I8S2M,15
03-05-2023,I0XGV,1
03-05-2023,IXV2I,14
03-05-2023,K8IM8,80
03-05-2023,KVQQD,137
03-05-2023,KSM6X,3
03-05-2023,MIZDD,31
03-05-2023,O8O0Q,125
03-05-2023,OM0KG,1
03-05-2023,QO60X,47
03-05-2023,UIZ0Q,515
03-05-2023,UXSK0,276
03-05-2023,V0X44,169
03-05-2023,XUDKX,272
03-05-2023,Z0K64,580
03-05-2023,Z6K0G,4
03-05-2023,Z88U6,100
03-05-2023,Z8O2X,18
03-05-2023,ZGI8Q,18
03-05-2023,ZMVX0,3
03-05-2023,ZZ0Q2,118
04-05-2023,224ZZ,11
04-05-2023,260KU,47
04-05-2023,284DD,15
04-05-2023,2GXGX,3
04-05-2023,2OM6G,8
04-05-2023,46QZ8,2
04-05-2023,4U6GX,4
04-05-2023,4Z2D8,2
04-05-2023,42ISK,10
04-05-2023,44DQ0,10
04-05-2023,66XM2,358
04-05-2023,6KMS4,9
04-05-2023,6SDXK,1
04-05-2023,6U8XZ,38
04-05-2023,66K6G,2
04-05-2023,6DKMO,96
04-05-2023,8DUOO,69
04-05-2023,06O0G,68
04-05-2023,0U8M6,299
04-05-2023,DD0QI,260
04-05-2023,G2S0X,2
04-05-2023,I00XS,28
04-05-2023,I8S2M,14
04-05-2023,I0XGV,1
04-05-2023,K8IM8,80
04-05-2023,KVQQD,327
04-05-2023,KSM6X,3
04-05-2023,MIZDD,34
04-05-2023,O8O0Q,125
04-05-2023,OM0KG,1
04-05-2023,UIZ0Q,515
04-05-2023,UOGGS,189
04-05-2023,V0X44,172
04-05-2023,XUDKX,263
04-05-2023,Z0K64,583
04-05-2023,Z88U6,115
04-05-2023,Z8O2X,18
04-05-2023,ZGI8Q,18
04-05-2023,ZMVX0,3
04-05-2023,ZSDSX,4
04-05-2023,ZZ0Q2,111
05-05-2023,0DO2X,58
05-05-2023,222OI,3
05-05-2023,224ZZ,11
05-05-2023,2624M,4
05-05-2023,260KU,374
05-05-2023,284DD,15
05-05-2023,2GXGX,3
05-05-2023,2OM6G,8
17-07-2023,QK8GZ,3
17-07-2023,S888V,5
17-07-2023,SG2X2,26
17-07-2023,SIDMD,6
17-07-2023,SQK00,1
17-07-2023,U602M,3
17-07-2023,UK8XU,8
17-07-2023,UM20Q,38
17-07-2023,VZZX8,6
17-07-2023,XX2OX,13
17-07-2023,ZXD8I,1
18-07-2023,0G0GM,1
18-07-2023,2DX0G,10
18-07-2023,2XK0D,10
18-07-2023,2Z2XS,2
18-07-2023,468VV,16
18-07-2023,4OSZ4,2
18-07-2023,64IVO,8
18-07-2023,64D6G,28
18-07-2023,686UK,1
18-07-2023,64QK8,5
18-07-2023,6K66I,5
18-07-2023,6KOXX,1
18-07-2023,8QI20,1
18-07-2023,8XDOX,2
18-07-2023,0VI46,10
18-07-2023,0X8KQ,25
18-07-2023,D280V,9
18-07-2023,D6SOI,362
18-07-2023,DGU2D,1
18-07-2023,DQ2GK,30
18-07-2023,G48UZ,5
18-07-2023,GV0OG,1
18-07-2023,IGUQX,8
18-07-2023,K4SX6,114
18-07-2023,K6XDI,4
18-07-2023,KKX64,6
18-07-2023,OKGG6,7
18-07-2023,QK8GZ,3
18-07-2023,S888V,5
18-07-2023,SG2X2,34
18-07-2023,SIDMD,6
18-07-2023,SQK00,1
18-07-2023,UK8XU,8
18-07-2023,UM20Q,30
18-07-2023,VXGKZ,9
18-07-2023,VZZX8,6
18-07-2023,ZXD8I,1
19-07-2023,0G0GM,1
19-07-2023,2DX0G,10
19-07-2023,2XK0D,18
19-07-2023,2Z2XS,2
19-07-2023,468VV,16
19-07-2023,4OSZ4,2
19-07-2023,42IOZ,1
19-07-2023,64IVO,9
19-07-2023,64D6G,28
19-07-2023,686UK,1
19-07-2023,64QK8,5
19-07-2023,6K66I,5
19-07-2023,6KOXX,1
19-07-2023,8QI20,1
19-07-2023,8XDOX,2
19-07-2023,0VI46,10
19-07-2023,0X8KQ,25
19-07-2023,D6SOI,422
19-07-2023,DGU2D,1
19-07-2023,DQ2GK,30
19-07-2023,IDIXD,16
19-07-2023,IGUQX,13
19-07-2023,K4SX6,14
19-07-2023,K6XDI,18
19-07-2023,KKX64,6
19-07-2023,O0Z2I,30
19-07-2023,QK8GZ,3
19-07-2023,S888V,5
19-07-2023,SG2X2,42
19-07-2023,SIDMD,6
19-07-2023,SQK00,1
19-07-2023,U602M,3
19-07-2023,UK8XU,8
19-07-2023,UM20Q,48
19-07-2023,VXGKZ,9
19-07-2023,VZZX8,6
19-07-2023,ZXD8I,1
20-07-2023,2DX0G,10
20-07-2023,20ZDU,21
20-07-2023,2XK0D,24
20-07-2023,2Z2XS,2
20-07-2023,4OSZ4,2
20-07-2023,4USD4,3
20-07-2023,64D6G,28
20-07-2023,686UK,1
20-07-2023,64QK8,5
20-07-2023,6K66I,5
20-07-2023,6KOXX,7
20-07-2023,8QI20,1
20-07-2023,8XDOX,2
20-07-2023,0VI46,10
20-07-2023,0X8KQ,25
20-07-2023,D6SOI,301
20-07-2023,DGU2D,1
20-07-2023,DOXQV,21
20-07-2023,DZ08K,30
20-07-2023,DZX82,1
20-07-2023,D2Q2U,4
20-07-2023,DQ2GK,30
20-07-2023,IDIXD,4
20-07-2023,IGUQX,17
20-07-2023,K4SX6,28
20-07-2023,K6XDI,61
20-07-2023,KKX64,14
20-07-2023,KZXIG,48
20-07-2023,MV628,9
20-07-2023,QK8GZ,3
20-07-2023,S888V,5
20-07-2023,SG2X2,42
20-07-2023,SIDMD,6
20-07-2023,SQK00,1
20-07-2023,U602M,3
20-07-2023,UK8XU,8
20-07-2023,V260M,2
20-07-2023,VXGKZ,9
20-07-2023,VZZX8,6
20-07-2023,XO4K6,12
20-07-2023,ZXD8I,1
21-07-2023,2DX0G,10
21-07-2023,20ZDU,21
21-07-2023,2Z2XS,2
21-07-2023,468VV,2
21-07-2023,4OSZ4,2
21-07-2023,4USD4,3
21-07-2023,64IVO,1
21-07-2023,64D6G,28
21-07-2023,686UK,1
21-07-2023,64QK8,5
21-07-2023,6K66I,5
21-07-2023,6X6GG,282
21-07-2023,8QI20,1
21-07-2023,8XDOX,2
21-07-2023,8Q2U2,438
21-07-2023,0VI46,10
21-07-2023,0X8KQ,25
21-07-2023,D6SOI,331
21-07-2023,DGU2D,1
21-07-2023,DOXQV,21
21-07-2023,DZ08K,30
21-07-2023,DZX82,533
21-07-2023,D00KD,896
21-07-2023,D2Q2U,4
21-07-2023,DQ2GK,30
21-07-2023,G4VKI,6
21-07-2023,IDIXD,4
21-07-2023,IXXGO,19
21-07-2023,K4SX6,34
21-07-2023,K6KKO,277
21-07-2023,K6XDI,14
21-07-2023,KKX64,15
21-07-2023,KZXIG,50
21-07-2023,MV628,9
21-07-2023,QK8GZ,3
21-07-2023,QKI4U,52
21-07-2023,QX6XV,14
21-07-2023,S888V,5
21-07-2023,SG2X2,42
21-07-2023,SIDMD,6
21-07-2023,SQK00,1
21-07-2023,U602M,3
21-07-2023,UK8XU,8
21-07-2023,V260M,2
21-07-2023,VXGKZ,9
21-07-2023,VZZX8,6
21-07-2023,XIZDK,540
21-07-2023,X4UMM,6
21-07-2023,ZXD8I,1
24-07-2023,0G88D,1
24-07-2023,2DX0G,10
24-07-2023,468VV,5
24-07-2023,4OSZ4,2
24-07-2023,4USD4,3
24-07-2023,64IVO,4
24-07-2023,64D6G,28
24-07-2023,686UK,1
24-07-2023,64QK8,5
24-07-2023,6X6GG,236
24-07-2023,8QI20,1
24-07-2023,8XDOX,2
24-07-2023,8Q2U2,438
24-07-2023,0VI46,10
24-07-2023,0X8KQ,9
24-07-2023,DZX82,383
24-07-2023,D00KD,904
24-07-2023,D2Q2U,32
24-07-2023,IDIXD,4
24-07-2023,IXOUU,2
24-07-2023,K4SX6,41
24-07-2023,K6XDI,1
24-07-2023,KKX64,15
24-07-2023,MV628,4
24-07-2023,OG4QZ,2
24-07-2023,QK8GZ,3
24-07-2023,QKI4U,60
24-07-2023,QX6XV,14
24-07-2023,SIDMD,6
24-07-2023,U602M,3
24-07-2023,UK8XU,8
24-07-2023,V0XU2,1
24-07-2023,VXGKZ,9
24-07-2023,VZZX8,6
24-07-2023,XIZDK,545
24-07-2023,XMI0X,7
25-07-2023,0G88D,1
25-07-2023,2DX0G,10
25-07-2023,20ZDU,29
25-07-2023,468VV,5
25-07-2023,4GGMX,1
25-07-2023,4OSZ4,2
25-07-2023,4USD4,3
25-07-2023,4ZX2K,7
25-07-2023,64IVO,4
25-07-2023,64D6G,28
25-07-2023,686UK,1
25-07-2023,6Q6D0,211
25-07-2023,64QK8,5
25-07-2023,6X6GG,236
25-07-2023,8QI20,1
25-07-2023,8XDOX,2
25-07-2023,8Q2U2,438
25-07-2023,0VI46,10
25-07-2023,0X8KQ,9
25-07-2023,D06K6,58
25-07-2023,DZX82,551
25-07-2023,D00KD,904
25-07-2023,D2Q2U,32
25-07-2023,I68GS,65
25-07-2023,IXOUU,2
25-07-2023,K4SX6,46
25-07-2023,K6XDI,220
25-07-2023,KKX64,15
25-07-2023,MV628,4
25-07-2023,OG4QZ,2
25-07-2023,QG22D,46
25-07-2023,QK8GZ,3
25-07-2023,QKI4U,62
25-07-2023,QX6XV,22
25-07-2023,SIDMD,6
25-07-2023,SXSVK,27
25-07-2023,U602M,3
25-07-2023,UK8XU,8
25-07-2023,UM20Q,54
25-07-2023,V0XU2,1
25-07-2023,VXGKZ,9
25-07-2023,VZZX8,6
25-07-2023,XIZDK,545
25-07-2023,XMI0X,7
26-07-2023,0G88D,1
26-07-2023,2DX0G,10
26-07-2023,20ZDU,31
26-07-2023,468VV,5
26-07-2023,4USD4,3
26-07-2023,4ZX2K,7
26-07-2023,64IVO,5
26-07-2023,64D6G,28
26-07-2023,686UK,1
26-07-2023,6Q6D0,182
26-07-2023,64QK8,5
26-07-2023,6X6GG,16
26-07-2023,8XDOX,2
26-07-2023,8Q2U2,38
26-07-2023,0VI46,10
26-07-2023,0X8KQ,9
26-07-2023,D00KD,4
26-07-2023,D2Q2U,32
26-07-2023,I68GS,36
26-07-2023,IXOUU,2
26-07-2023,K6XDI,178
26-07-2023,KKX64,15
26-07-2023,MV628,4
26-07-2023,OG4QZ,2
26-07-2023,QG22D,16
26-07-2023,QK8GZ,3
26-07-2023,SIDMD,6
26-07-2023,U602M,3
26-07-2023,UK8XU,8
26-07-2023,UM20Q,62
26-07-2023,V0XU2,1
26-07-2023,VXGKZ,9
26-07-2023,VZZX8,6
26-07-2023,XIZDK,545
26-07-2023,XMI0X,2
27-07-2023,0G88D,1
27-07-2023,0O660,2
27-07-2023,2DX0G,10
27-07-2023,2XVG2,57
27-07-2023,20ZDU,30
27-07-2023,468VV,5
27-07-2023,428UQ,1
27-07-2023,4USD4,3
27-07-2023,4ZX2K,7
27-07-2023,64IVO,5
27-07-2023,64D6G,28
27-07-2023,686UK,1
27-07-2023,64QK8,5
27-07-2023,6X6GG,16
27-07-2023,8022X,9
27-07-2023,8XISD,62
27-07-2023,0VI46,10
27-07-2023,0X8KQ,9
27-07-2023,D6KXD,1
27-07-2023,D00KD,4
27-07-2023,D2Q2U,32
27-07-2023,GQZ2X,4
27-07-2023,ID4DS,64
27-07-2023,IXOUU,2
27-07-2023,K6XDI,29
27-07-2023,KKX64,15
27-07-2023,MV628,4
27-07-2023,OG4QZ,2
27-07-2023,QG22D,63
27-07-2023,QK8GZ,3
27-07-2023,SIDMD,6
27-07-2023,SXSVK,57
27-07-2023,SXOU2,2
27-07-2023,U602M,3
27-07-2023,UM20Q,90
27-07-2023,V0XU2,1
27-07-2023,VXD42,58
27-07-2023,VXGKZ,9
27-07-2023,XIZDK,45
27-07-2023,XMI0X,2
27-07-2023,ZVZX8,322
28-07-2023,0G88D,17
28-07-2023,0O660,2
28-07-2023,2DX0G,10
28-07-2023,2XVG2,57
28-07-2023,20ZDU,28
28-07-2023,468VV,5
28-07-2023,428UQ,1
28-07-2023,4USD4,3
28-07-2023,4ZX2K,7
28-07-2023,64IVO,5
28-07-2023,64D6G,28
28-07-2023,686UK,1
28-07-2023,64QK8,5
28-07-2023,6X6GG,16
28-07-2023,8022X,9
28-07-2023,8XISD,69
28-07-2023,0VI46,10
28-07-2023,0X8KQ,9
28-07-2023,D00KD,4
28-07-2023,D2Q2U,32
28-07-2023,GV0OG,1
28-07-2023,ID4DS,64
28-07-2023,IXOUU,2
28-07-2023,K6XDI,23
28-07-2023,KKX64,15
28-07-2023,MV628,6
28-07-2023,OG4QZ,2
28-07-2023,QK8GZ,3
28-07-2023,SIDMD,6
28-07-2023,SXOU2,2
28-07-2023,U602M,3
28-07-2023,UM20Q,24
28-07-2023,V260M,10
28-07-2023,V0XU2,1
28-07-2023,VXD42,58
28-07-2023,VXGKZ,9
28-07-2023,XIZDK,45
28-07-2023,XMI0X,2
29-07-2023,0G88D,21
29-07-2023,0SXVZ,15
29-07-2023,2DX0G,10
29-07-2023,20XMG,26
29-07-2023,20ZDU,4
29-07-2023,2KVDD,2
29-07-2023,468VV,5
29-07-2023,4KDXX,142
29-07-2023,428UQ,6
29-07-2023,4O8V0,40
29-07-2023,4USD4,3
29-07-2023,4ZX2K,13
29-07-2023,64IVO,5
29-07-2023,64D6G,28
29-07-2023,686UK,1
29-07-2023,64QK8,5
29-07-2023,6X6GG,16
29-07-2023,8UKOD,16
29-07-2023,8DDDD,8
29-07-2023,8XISD,7
29-07-2023,0IMX0,13
29-07-2023,0VI46,10
29-07-2023,0X8KQ,9
29-07-2023,D00MQ,26
29-07-2023,DD2K4,9
29-07-2023,DDZ4K,19
29-07-2023,DGGDQ,18
29-07-2023,DGU2D,5
29-07-2023,D00KD,8
29-07-2023,D2Q2U,32
29-07-2023,IGUQX,6
29-07-2023,IXOUU,2
29-07-2023,IZM6Z,27
29-07-2023,K4S46,21
29-07-2023,K6XDI,13
29-07-2023,K8Q2V,5
29-07-2023,KGZ2X,40
29-07-2023,KKX64,41
29-07-2023,M0VDG,20
29-07-2023,OG4QZ,4
29-07-2023,QK8GZ,3
29-07-2023,QXIG0,101
