Date,Item,Shortage Qty 
31-08-2023,00M06,2
31-08-2023,2226,3872
31-08-2023,2088,4040
31-08-2023,02MU0,1
31-08-2023,06XD4,1
31-08-2023,0GDGO,14
31-08-2023,0KOI2,11
31-08-2023,0KZQ4,50
31-08-2023,2860M,20
31-08-2023,28MKK,20
31-08-2023,2XZGU,125
31-08-2023,28K66,15
31-08-2023,2DDKI,15
31-08-2023,4282X,5
31-08-2023,42Z8U,10
31-08-2023,68DXD,66
31-08-2023,6SXXK,5
31-08-2023,68426,250
31-08-2023,6O8KZ,30
31-08-2023,6V80G,33
31-08-2023,86OVQ,15
31-08-2023,8GKXD,10
31-08-2023,8U400,146
31-08-2023,02K4G,15
31-08-2023,0X8D4,30
31-08-2023,D0K2X,15
31-08-2023,D2D68,60
31-08-2023,D6SOI,37
31-08-2023,DZX0I,35
31-08-2023,DXD0I,46
31-08-2023,G466D,11
31-08-2023,G4KXU,10
31-08-2023,G048K,44
31-08-2023,I0UU6,5
31-08-2023,IGX4U,835
31-08-2023,IOXII,11
31-08-2023,IUQK8,3072
31-08-2023,IZV0Q,5
31-08-2023,KG2DI,25
31-08-2023,MKG82,4253
31-08-2023,MOIK6,25
31-08-2023,MQDGD,40
31-08-2023,MXSGO,15
31-08-2023,O4GXK,23
31-08-2023,QDVQ0,16
31-08-2023,S0446,600
31-08-2023,SGGKK,15
31-08-2023,SOM26,20
31-08-2023,U208K,108
31-08-2023,VSUO0,15
31-08-2023,X060X,12
31-08-2023,X8SV8,20
31-08-2023,XI6D2,93
31-08-2023,XQGM0,20
31-08-2023,XXZ28,49
31-08-2023,X6XGK,15
31-08-2023,XG0XI,2
31-08-2023,Z2S00,40
31-08-2023,Z8SDD,15
31-08-2023,ZIUK0,69
01-09-2023,00M06,2
01-09-2023,2226,3872
01-09-2023,2088,4040
01-09-2023,02MU0,1
01-09-2023,06XD4,1
01-09-2023,0GDGO,14
01-09-2023,0KOI2,11
01-09-2023,0KZQ4,50
01-09-2023,2860M,20
01-09-2023,28MKK,20
01-09-2023,2XZGU,125
01-09-2023,28K66,15
01-09-2023,2DDKI,15
01-09-2023,4282X,5
01-09-2023,42Z8U,10
01-09-2023,68DXD,66
01-09-2023,6SXXK,5
01-09-2023,68426,250
01-09-2023,6O8KZ,30
01-09-2023,6V80G,33
01-09-2023,86OVQ,15
01-09-2023,8GKXD,10
01-09-2023,8U400,146
01-09-2023,02K4G,15
01-09-2023,0X8D4,30
01-09-2023,D0K2X,15
01-09-2023,D2D68,60
01-09-2023,D6SOI,37
01-09-2023,DZX0I,35
01-09-2023,DXD0I,46
01-09-2023,G466D,11
01-09-2023,G4KXU,10
01-09-2023,G048K,44
01-09-2023,I0UU6,5
01-09-2023,IGX4U,835
01-09-2023,IOXII,11
01-09-2023,IUQK8,3072
01-09-2023,IZV0Q,5
01-09-2023,KG2DI,25
01-09-2023,MKG82,4253
01-09-2023,MOIK6,25
01-09-2023,MQDGD,40
01-09-2023,MXSGO,15
01-09-2023,O4GXK,23
01-09-2023,QDVQ0,16
01-09-2023,S0446,600
01-09-2023,SGGKK,15
01-09-2023,SOM26,20
01-09-2023,U208K,108
01-09-2023,VSUO0,15
01-09-2023,X060X,12
01-09-2023,X8SV8,20
01-09-2023,XI6D2,93
01-09-2023,XQGM0,20
01-09-2023,XXZ28,49
01-09-2023,X6XGK,15
01-09-2023,XG0XI,2
01-09-2023,Z2S00,40
01-09-2023,Z8SDD,15
01-09-2023,ZIUK0,69
04-09-2023,00M06,17
04-09-2023,2226,3872
04-09-2023,2088,4030
04-09-2023,02MU0,1
04-09-2023,06XD4,1
04-09-2023,0GDGO,14
04-09-2023,0KOI2,11
04-09-2023,0KZQ4,50
04-09-2023,2860M,20
04-09-2023,28MKK,20
04-09-2023,2XZGU,125
04-09-2023,28K66,15
04-09-2023,2DDKI,15
04-09-2023,4282X,5
04-09-2023,42Z8U,10
04-09-2023,68DXD,66
04-09-2023,6SXXK,5
04-09-2023,68426,250
04-09-2023,6O8KZ,30
04-09-2023,6V80G,33
04-09-2023,86OVQ,15
04-09-2023,8GKXD,10
04-09-2023,8U400,146
04-09-2023,02K4G,15
04-09-2023,0X8D4,30
04-09-2023,D0K2X,15
04-09-2023,D2D68,60
04-09-2023,D6SOI,37
04-09-2023,DZX0I,35
04-09-2023,DXD0I,46
04-09-2023,G466D,11
04-09-2023,G4KXU,10
04-09-2023,G048K,44
04-09-2023,I0UU6,5
04-09-2023,IGX4U,835
04-09-2023,IOXII,11
04-09-2023,IUQK8,3072
04-09-2023,IZV0Q,5
04-09-2023,KG2DI,25
04-09-2023,M24MK,30
04-09-2023,MKG82,4268
04-09-2023,MOIK6,25
04-09-2023,MQDGD,40
04-09-2023,MXSGO,15
04-09-2023,O4GXK,23
04-09-2023,QDVQ0,16
04-09-2023,S0446,600
04-09-2023,SGGKK,15
04-09-2023,SOM26,20
04-09-2023,U208K,108
04-09-2023,VSUO0,15
04-09-2023,X060X,12
04-09-2023,X8SV8,20
04-09-2023,XI6D2,93
04-09-2023,XQGM0,20
04-09-2023,XXZ28,49
04-09-2023,X6XGK,15
04-09-2023,XG0XI,2
04-09-2023,Z2S00,40
04-09-2023,Z8SDD,15
04-09-2023,ZIUK0,69
05-09-2023,00M06,4
05-09-2023,2088,160
05-09-2023,02MU0,1
05-09-2023,06XD4,1
05-09-2023,0GDGO,14
05-09-2023,0KOI2,1
05-09-2023,2860M,20
05-09-2023,2XZGU,125
05-09-2023,28K66,15
05-09-2023,68DXD,21
05-09-2023,68426,114
05-09-2023,6O8KZ,30
05-09-2023,6V80G,33
05-09-2023,8Q2U2,1
05-09-2023,8U400,61
05-09-2023,0X8D4,10
05-09-2023,D0K2X,15
05-09-2023,D6SOI,37
05-09-2023,DXD0I,16
05-09-2023,G466D,1
05-09-2023,G4KXU,10
05-09-2023,G048K,4
05-09-2023,IGX4U,400
05-09-2023,IOXII,1
05-09-2023,KG2DI,15
05-09-2023,MXSGO,15
05-09-2023,O4GXK,23
05-09-2023,QDVQ0,16
05-09-2023,S0446,245
05-09-2023,SGGKK,15
05-09-2023,U208K,53
05-09-2023,X060X,12
05-09-2023,X8SV8,20
05-09-2023,XI6D2,48
05-09-2023,XXZ28,49
05-09-2023,XG0XI,2
05-09-2023,Z2S00,40
05-09-2023,ZIUK0,69
06-09-2023,00M06,4
06-09-2023,06XD4,1
06-09-2023,0GDGO,14
06-09-2023,0KOI2,1
06-09-2023,2860M,20
06-09-2023,28K66,15
06-09-2023,68DXD,21
06-09-2023,68426,114
06-09-2023,6O8KZ,30
06-09-2023,6V80G,33
06-09-2023,8Q2U2,1
06-09-2023,8U400,61
06-09-2023,0X8D4,10
06-09-2023,D0K2X,15
06-09-2023,DXD0I,16
06-09-2023,G466D,1
06-09-2023,G4KXU,10
06-09-2023,G048K,4
06-09-2023,IGX4U,400
06-09-2023,IOXII,1
06-09-2023,KG2DI,15
06-09-2023,MXSGO,15
06-09-2023,O4GXK,23
06-09-2023,QDVQ0,16
06-09-2023,S0446,245
06-09-2023,SGGKK,15
06-09-2023,U208K,53
06-09-2023,X060X,12
06-09-2023,X8SV8,20
06-09-2023,XI6D2,48
06-09-2023,XXZ28,49
06-09-2023,XG0XI,2
06-09-2023,Z2S00,40
06-09-2023,ZIUK0,69
07-09-2023,0KOI2,1
07-09-2023,2860M,20
07-09-2023,28K66,15
07-09-2023,68DXD,21
07-09-2023,68426,110
07-09-2023,6O8KZ,30
07-09-2023,6V80G,33
07-09-2023,8Q2U2,1
07-09-2023,8U400,61
07-09-2023,0X8D4,10
07-09-2023,D0K2X,15
07-09-2023,DXD0I,16
07-09-2023,G466D,1
07-09-2023,G4KXU,10
07-09-2023,G048K,4
07-09-2023,IGX4U,372
07-09-2023,IOXII,1
07-09-2023,KG2DI,15
07-09-2023,MXSGO,15
07-09-2023,O4GXK,23
07-09-2023,QDVQ0,16
07-09-2023,S0446,245
07-09-2023,SGGKK,15
07-09-2023,U208K,49
07-09-2023,X060X,12
07-09-2023,X8SV8,20
07-09-2023,XI6D2,44
07-09-2023,XXZ28,49
07-09-2023,XG0XI,2
07-09-2023,Z2S00,40
07-09-2023,ZIUK0,69
08-09-2023,0KOI2,1
08-09-2023,2860M,20
08-09-2023,28K66,15
08-09-2023,68DXD,21
08-09-2023,68426,110
08-09-2023,6O8KZ,30
08-09-2023,6V80G,33
08-09-2023,8U400,61
08-09-2023,0X8D4,10
08-09-2023,D0K2X,15
08-09-2023,DXD0I,16
08-09-2023,G466D,1
08-09-2023,G4KXU,10
08-09-2023,G048K,4
08-09-2023,IGX4U,372
08-09-2023,IOXII,1
08-09-2023,KG2DI,15
08-09-2023,MXSGO,15
08-09-2023,O4GXK,23
08-09-2023,QDVQ0,16
08-09-2023,S0446,245
08-09-2023,SGGKK,15
08-09-2023,U208K,49
08-09-2023,X8SV8,20
08-09-2023,XI6D2,44
08-09-2023,XXZ28,49
08-09-2023,XG0XI,2
08-09-2023,Z2S00,40
08-09-2023,ZIUK0,69
11-09-2023,00M06,2
11-09-2023,0KOI2,1
11-09-2023,2860M,20
11-09-2023,68DXD,21
11-09-2023,644G4,5
11-09-2023,68426,70
11-09-2023,6V80G,33
11-09-2023,8U400,36
11-09-2023,0X8D4,10
11-09-2023,DXD0I,16
11-09-2023,G466D,1
11-09-2023,G048K,4
11-09-2023,IGX4U,267
11-09-2023,IOXII,1
11-09-2023,O4GXK,23
11-09-2023,QDVQ0,16
11-09-2023,S0446,140
11-09-2023,U208K,34
11-09-2023,X8SV8,20
11-09-2023,XI6D2,29
11-09-2023,XXZ28,49
11-09-2023,XG0XI,2
11-09-2023,ZIUK0,69
12-09-2023,00M06,2
12-09-2023,0KOI2,1
12-09-2023,2860M,20
12-09-2023,68DXD,21
12-09-2023,644G4,5
12-09-2023,68426,70
12-09-2023,6V80G,33
12-09-2023,8U400,36
12-09-2023,0X8D4,10
12-09-2023,DXD0I,16
12-09-2023,G466D,1
12-09-2023,G048K,4
12-09-2023,IGX4U,267
12-09-2023,IOXII,1
12-09-2023,O4GXK,23
12-09-2023,QDVQ0,16
12-09-2023,S0446,140
12-09-2023,U208K,34
12-09-2023,X8SV8,20
12-09-2023,XI6D2,29
12-09-2023,XXZ28,49
12-09-2023,XG0XI,2
12-09-2023,ZIUK0,69
13-09-2023,0KOI2,1
13-09-2023,2860M,20
13-09-2023,68DXD,21
13-09-2023,644G4,51
13-09-2023,68426,66
13-09-2023,6V80G,33
13-09-2023,8U400,36
13-09-2023,DXD0I,16
13-09-2023,G466D,1
13-09-2023,G048K,4
13-09-2023,IGX4U,267
13-09-2023,IOXII,1
13-09-2023,MKG82,68
13-09-2023,O4GXK,23
13-09-2023,QDVQ0,16
13-09-2023,S0446,140
13-09-2023,U208K,34
13-09-2023,X8SV8,20
13-09-2023,XI6D2,29
13-09-2023,XXZ28,49
13-09-2023,XG0XI,2
13-09-2023,ZIUK0,69
14-09-2023,0KOI2,1
14-09-2023,2860M,20
14-09-2023,68DXD,21
14-09-2023,644G4,86
14-09-2023,68426,66
14-09-2023,6V80G,33
14-09-2023,8U400,36
14-09-2023,DXD0I,16
14-09-2023,G466D,1
14-09-2023,G048K,4
14-09-2023,IGX4U,267
14-09-2023,IOXII,1
14-09-2023,MKG82,68
14-09-2023,O4GXK,23
14-09-2023,QDVQ0,16
14-09-2023,S0446,140
14-09-2023,U208K,34
14-09-2023,X8SV8,20
14-09-2023,XI6D2,29
14-09-2023,XXZ28,49
14-09-2023,XG0XI,2
14-09-2023,ZIUK0,69
15-09-2023,0KOI2,1
15-09-2023,2860M,20
15-09-2023,68DXD,21
15-09-2023,68426,106
15-09-2023,6V80G,53
15-09-2023,8U400,56
15-09-2023,DXD0I,36
15-09-2023,G466D,1
15-09-2023,G048K,4
15-09-2023,IGX4U,487
15-09-2023,IOXII,1
15-09-2023,MKG82,108
15-09-2023,O4GXK,23
15-09-2023,QDVQ0,36
15-09-2023,S0446,140
15-09-2023,U208K,54
15-09-2023,X8SV8,20
15-09-2023,XI6D2,49
15-09-2023,XXZ28,89
15-09-2023,XG0XI,2
15-09-2023,ZIUK0,109
16-09-2023,0KOI2,1
16-09-2023,2860M,20
16-09-2023,68DXD,21
16-09-2023,68426,106
16-09-2023,6V80G,53
16-09-2023,8U400,56
16-09-2023,DXD0I,36
16-09-2023,G466D,1
16-09-2023,G048K,4
16-09-2023,IGX4U,487
16-09-2023,IOXII,1
16-09-2023,MKG82,108
16-09-2023,O4GXK,23
16-09-2023,QDVQ0,36
16-09-2023,S0446,140
16-09-2023,U208K,54
16-09-2023,X8SV8,20
16-09-2023,XI6D2,49
16-09-2023,XXZ28,89
16-09-2023,XG0XI,2
16-09-2023,ZIUK0,109
18-09-2023,0KOI2,1
18-09-2023,2860M,20
18-09-2023,68DXD,21
18-09-2023,68426,106
18-09-2023,6V80G,53
18-09-2023,8U400,56
18-09-2023,DXD0I,36
18-09-2023,G466D,1
18-09-2023,G048K,4
18-09-2023,IGX4U,487
18-09-2023,IOXII,1
18-09-2023,MKG82,108
18-09-2023,O4GXK,23
18-09-2023,QDVQ0,36
18-09-2023,S0446,140
18-09-2023,U208K,54
18-09-2023,X8SV8,20
18-09-2023,XI6D2,49
18-09-2023,XXZ28,89
18-09-2023,XG0XI,2
18-09-2023,ZIUK0,109
19-09-2023,0KOI2,1
19-09-2023,2860M,20
19-09-2023,68DXD,21
19-09-2023,68426,106
19-09-2023,6V80G,53
19-09-2023,8U400,56
19-09-2023,DXD0I,36
19-09-2023,G466D,1
19-09-2023,G048K,4
19-09-2023,IGX4U,487
19-09-2023,IOXII,1
19-09-2023,MKG82,108
19-09-2023,O4GXK,23
19-09-2023,QDVQ0,36
19-09-2023,S0446,140
19-09-2023,U208K,54
19-09-2023,X8SV8,20
19-09-2023,XI6D2,49
19-09-2023,XXZ28,89
19-09-2023,XG0XI,2
19-09-2023,ZIUK0,109
20-09-2023,0KOI2,1
20-09-2023,2860M,20
20-09-2023,68DXD,21
20-09-2023,68426,106
20-09-2023,6V80G,53
20-09-2023,8U400,56
20-09-2023,DXD0I,36
20-09-2023,G466D,1
20-09-2023,G048K,4
20-09-2023,IGX4U,487
20-09-2023,IOXII,1
20-09-2023,MKG82,108
20-09-2023,O4GXK,23
20-09-2023,QDVQ0,36
20-09-2023,S0446,140
20-09-2023,U208K,54
20-09-2023,X8SV8,20
20-09-2023,XI6D2,49
20-09-2023,XXZ28,89
20-09-2023,XG0XI,2
20-09-2023,ZIUK0,109
21-09-2023,0KOI2,1
21-09-2023,2860M,20
21-09-2023,68DXD,21
21-09-2023,68426,106
21-09-2023,6V80G,53
21-09-2023,8U400,56
21-09-2023,DXD0I,36
21-09-2023,G466D,1
21-09-2023,G048K,4
21-09-2023,IGX4U,487
21-09-2023,IOXII,1
21-09-2023,MKG82,108
21-09-2023,O4GXK,23
21-09-2023,QDVQ0,36
21-09-2023,S0446,140
21-09-2023,U208K,54
21-09-2023,X8SV8,20
21-09-2023,XI6D2,49
21-09-2023,XXZ28,89
21-09-2023,XG0XI,2
21-09-2023,ZIUK0,109
22-09-2023,0KOI2,1
22-09-2023,4D28I,2
22-09-2023,G466D,1
22-09-2023,G048K,4
22-09-2023,IOXII,1
22-09-2023,O4GXK,23
22-09-2023,XG0XI,2
25-09-2023,2226,2720
25-09-2023,2088,2720
25-09-2023,0KOI2,1
25-09-2023,4D28I,2
25-09-2023,68DXD,1
25-09-2023,68426,38
25-09-2023,6V80G,20
25-09-2023,8U400,21
25-09-2023,DXD0I,21
25-09-2023,G466D,1
25-09-2023,G048K,4
25-09-2023,IGX4U,196
25-09-2023,IOXII,1
25-09-2023,IUQK8,2720
25-09-2023,M24MK,370
25-09-2023,MKG82,2762
25-09-2023,O4GXK,23
25-09-2023,QDVQ0,21
25-09-2023,U208K,21
25-09-2023,XI6D2,16
25-09-2023,XXZ28,41
25-09-2023,XG0XI,2
25-09-2023,ZIUK0,41
26-09-2023,2226,2720
26-09-2023,2088,2720
26-09-2023,0KOI2,1
26-09-2023,2860M,50
26-09-2023,4D28I,2
26-09-2023,68DXD,51
26-09-2023,68426,228
26-09-2023,6V80G,90
26-09-2023,8U400,141
26-09-2023,DSS22,1
26-09-2023,DXD0I,91
26-09-2023,G466D,1
26-09-2023,G048K,4
26-09-2023,IGX4U,966
26-09-2023,IOXII,1
26-09-2023,IUQK8,2720
26-09-2023,M24MK,370
26-09-2023,MKG82,2952
26-09-2023,O4GXK,23
26-09-2023,QDVQ0,91
26-09-2023,S0446,350
26-09-2023,U208K,91
26-09-2023,X8SV8,50
26-09-2023,XI6D2,86
26-09-2023,XXZ28,181
26-09-2023,XG0XI,2
26-09-2023,ZIUK0,231
27-09-2023,2226,2720
27-09-2023,2088,2720
27-09-2023,0KOI2,1
27-09-2023,2860M,50
27-09-2023,2D0G6,1
27-09-2023,4D28I,2
27-09-2023,68DXD,51
27-09-2023,68426,229
27-09-2023,6V80G,90
27-09-2023,8U400,141
27-09-2023,0X8D4,1
27-09-2023,DSS22,1
27-09-2023,DXD0I,91
27-09-2023,G466D,1
27-09-2023,G048K,4
27-09-2023,GKMIX,1
27-09-2023,IGX4U,966
27-09-2023,IOXII,1
27-09-2023,IUQK8,2720
27-09-2023,KG2DI,1
27-09-2023,M24MK,370
27-09-2023,MKG82,2953
27-09-2023,O4GXK,23
27-09-2023,ODSD8,1
27-09-2023,QDVQ0,91
27-09-2023,S0446,357
27-09-2023,U208K,91
27-09-2023,V8IZG,1
27-09-2023,X8SV8,50
27-09-2023,XI6D2,86
27-09-2023,XXZ28,181
27-09-2023,XG0XI,2
27-09-2023,ZIUK0,231
28-09-2023,2226,1600
28-09-2023,2088,1598
28-09-2023,0KOI2,1
28-09-2023,2860M,50
28-09-2023,2D0G6,1
28-09-2023,4D28I,2
28-09-2023,68DXD,51
28-09-2023,68426,229
28-09-2023,6V80G,90
28-09-2023,8U400,141
28-09-2023,0X8D4,1
28-09-2023,DSS22,1
28-09-2023,DXD0I,91
28-09-2023,G466D,1
28-09-2023,G048K,4
28-09-2023,GKMIX,1
28-09-2023,IGX4U,966
28-09-2023,IOXII,1
28-09-2023,IUQK8,1600
28-09-2023,KG2DI,1
28-09-2023,M24MK,370
28-09-2023,MKG82,1831
28-09-2023,O4GXK,23
28-09-2023,ODSD8,1
28-09-2023,QDVQ0,91
28-09-2023,S0446,357
28-09-2023,U208K,91
28-09-2023,V8IZG,1
28-09-2023,X8SV8,50
28-09-2023,XI6D2,86
28-09-2023,XXZ28,181
28-09-2023,ZIUK0,231
29-09-2023,2226,1600
29-09-2023,2088,1598
29-09-2023,0KOI2,1
29-09-2023,2860M,50
29-09-2023,2D0G6,1
29-09-2023,68DXD,51
29-09-2023,68426,229
29-09-2023,6V80G,90
29-09-2023,8U400,141
29-09-2023,0X8D4,1
29-09-2023,DSS22,1
29-09-2023,DXD0I,91
29-09-2023,G466D,1
29-09-2023,G048K,4
29-09-2023,GKMIX,1
29-09-2023,IGX4U,966
29-09-2023,IOXII,1
29-09-2023,IUQK8,1600
29-09-2023,KG2DI,1
29-09-2023,M24MK,370
29-09-2023,MKG82,1827
29-09-2023,O4GXK,24
29-09-2023,ODSD8,1
29-09-2023,QDVQ0,91
29-09-2023,S0446,357
29-09-2023,U208K,91
29-09-2023,V8IZG,1
29-09-2023,X8SV8,50
29-09-2023,XI6D2,86
29-09-2023,XXZ28,181
29-09-2023,ZIUK0,231
02-10-2023,2226,1372
02-10-2023,2088,1600
02-10-2023,0KOI2,1
02-10-2023,2D0G6,1
02-10-2023,68426,1
02-10-2023,DSS22,1
02-10-2023,G466D,1
02-10-2023,G048K,4
02-10-2023,GKMIX,1
02-10-2023,IOXII,1
02-10-2023,IUQK8,1600
02-10-2023,KG2DI,1
02-10-2023,M24MK,370
02-10-2023,MKG82,1372
02-10-2023,O4GXK,24
02-10-2023,ODSD8,1
02-10-2023,V8IZG,1
03-10-2023,2226,1372
03-10-2023,2088,1600
03-10-2023,0KOI2,1
03-10-2023,2D0G6,1
03-10-2023,68426,1
03-10-2023,DSS22,1
03-10-2023,G466D,1
03-10-2023,G048K,4
03-10-2023,GKMIX,1
03-10-2023,IOXII,1
03-10-2023,IUQK8,1600
03-10-2023,KG2DI,1
03-10-2023,M24MK,370
03-10-2023,MKG82,1372
03-10-2023,O4GXK,24
03-10-2023,ODSD8,1
03-10-2023,V8IZG,1
04-10-2023,2226,1372
04-10-2023,2088,1600
04-10-2023,0KOI2,1
04-10-2023,2D0G6,1
04-10-2023,68426,1
04-10-2023,G466D,1
04-10-2023,G048K,4
04-10-2023,GKMIX,1
04-10-2023,IOXII,1
04-10-2023,IUQK8,1600
04-10-2023,KG2DI,1
04-10-2023,M24MK,370
04-10-2023,MKG82,1372
04-10-2023,O4GXK,25
04-10-2023,ODSD8,1
04-10-2023,V8IZG,1
05-10-2023,2226,1372
05-10-2023,2088,1632
05-10-2023,0KOI2,1
05-10-2023,2D0G6,1
05-10-2023,68426,1
05-10-2023,G466D,1
05-10-2023,G6GXM,32
05-10-2023,G048K,4
05-10-2023,GKMIX,1
05-10-2023,IOXII,1
05-10-2023,IUQK8,1600
05-10-2023,KG2DI,1
05-10-2023,M24MK,418
05-10-2023,MKG82,1404
05-10-2023,O4GXK,25
05-10-2023,ODSD8,1
05-10-2023,V8IZG,1
06-10-2023,2226,1372
06-10-2023,2088,1628
06-10-2023,0KOI2,1
06-10-2023,2D0G6,1
06-10-2023,68426,1
06-10-2023,6KOXX,1
06-10-2023,G466D,1
06-10-2023,G6GXM,32
06-10-2023,G048K,4
06-10-2023,GKMIX,1
06-10-2023,IOXII,1
06-10-2023,IUQK8,1600
06-10-2023,KG2DI,1
06-10-2023,M24MK,418
06-10-2023,MKG82,1405
06-10-2023,O4GXK,26
06-10-2023,ODSD8,1
06-10-2023,V8IZG,1
09-10-2023,2226,1371
09-10-2023,2088,1632
09-10-2023,0KOI2,1
09-10-2023,2D0G6,1
09-10-2023,20O2V,1
09-10-2023,68426,1
09-10-2023,6KOXX,1
09-10-2023,8K26V,24
09-10-2023,G466D,1
09-10-2023,G6GXM,32
09-10-2023,G048K,4
09-10-2023,GKMIX,1
09-10-2023,IOXII,1
09-10-2023,IUQK8,1600
09-10-2023,KG2DI,1
09-10-2023,M24MK,418
09-10-2023,MKG82,1404
09-10-2023,O4GXK,26
09-10-2023,ODSD8,1
09-10-2023,V8IZG,1
10-10-2023,2226,1371
10-10-2023,2088,1633
10-10-2023,0KOI2,1
10-10-2023,2D0G6,1
10-10-2023,20O2V,1
10-10-2023,68426,1
10-10-2023,6KOXX,1
10-10-2023,8K26V,24
10-10-2023,G466D,1
10-10-2023,G6GXM,32
10-10-2023,G048K,4
10-10-2023,GKMIX,1
10-10-2023,IOXII,1
10-10-2023,IU4KM,1
10-10-2023,IUQK8,1600
10-10-2023,KG2DI,1
10-10-2023,M24MK,418
10-10-2023,MKG82,1405
10-10-2023,O4GXK,26
10-10-2023,ODSD8,1
10-10-2023,V8IZG,1
11-10-2023,2226,1421
11-10-2023,2088,1633
11-10-2023,0KOI2,1
11-10-2023,2D0G6,1
11-10-2023,2Z06K,50
11-10-2023,20O2V,1
11-10-2023,68426,101
11-10-2023,6KOXX,1
11-10-2023,6V80G,60
11-10-2023,8K26V,24
11-10-2023,G466D,1
11-10-2023,G6GXM,32
11-10-2023,G048K,4
11-10-2023,GKMIX,1
11-10-2023,IGX4U,56
11-10-2023,IOXII,1
11-10-2023,IU4KM,1
11-10-2023,IUQK8,1600
11-10-2023,KG2DI,1
11-10-2023,M24MK,418
11-10-2023,MKG82,1555
11-10-2023,O4GXK,26
11-10-2023,ODSD8,1
11-10-2023,U208K,61
11-10-2023,V8IZG,1
11-10-2023,XI6D2,60
12-10-2023,0KOI2,1
12-10-2023,2Z06K,50
12-10-2023,20O2V,1
12-10-2023,6KOXX,1
12-10-2023,6V80G,60
12-10-2023,8K26V,24
12-10-2023,G466D,1
12-10-2023,G6GXM,32
12-10-2023,G048K,4
12-10-2023,IGX4U,56
12-10-2023,IOXII,1
12-10-2023,M24MK,418
12-10-2023,O4GXK,26
12-10-2023,UG4G4,1
12-10-2023,U208K,61
12-10-2023,XI6D2,60
13-10-2023,0KOI2,1
13-10-2023,2Z06K,50
13-10-2023,20O2V,1
13-10-2023,644G4,1
13-10-2023,6KOXX,1
13-10-2023,6V80G,60
13-10-2023,8K26V,24
13-10-2023,G466D,1
13-10-2023,G6GXM,32
13-10-2023,G048K,4
13-10-2023,IGX4U,56
13-10-2023,IOXII,1
13-10-2023,M24MK,418
13-10-2023,O4GXK,26
13-10-2023,UG4G4,1
13-10-2023,U208K,61
13-10-2023,XI6D2,60
16-10-2023,2088,3
16-10-2023,0KOI2,1
16-10-2023,2Z06K,50
16-10-2023,20O2V,1
16-10-2023,68DXD,1
16-10-2023,644G4,24
16-10-2023,68426,149
16-10-2023,6KOXX,1
16-10-2023,6V80G,150
16-10-2023,8K26V,24
16-10-2023,G466D,1
16-10-2023,G6GXM,32
16-10-2023,G048K,4
16-10-2023,IGX4U,1022
16-10-2023,IOXII,1
16-10-2023,M24MK,418
16-10-2023,MKG82,182
16-10-2023,O4GXK,26
16-10-2023,UG4G4,1
16-10-2023,U208K,151
16-10-2023,XI6D2,146
16-10-2023,XXZ28,150
16-10-2023,ZIUK0,150
17-10-2023,2088,29
17-10-2023,0KOI2,1
17-10-2023,2Z06K,50
17-10-2023,68DXD,1
17-10-2023,644G4,59
17-10-2023,68426,149
17-10-2023,6KOXX,1
17-10-2023,6V80G,150
17-10-2023,8K26V,24
17-10-2023,G466D,1
17-10-2023,G6GXM,32
17-10-2023,G048K,4
17-10-2023,IGX4U,1022
17-10-2023,IOXII,1
17-10-2023,M24MK,418
17-10-2023,MKG82,182
17-10-2023,O4GXK,26
17-10-2023,UG4G4,1
17-10-2023,U208K,151
17-10-2023,XI6D2,146
17-10-2023,XXZ28,150
17-10-2023,ZIUK0,150
18-10-2023,2088,29
02-01-2023,00QMO,1
02-01-2023,0S6D4,28
02-01-2023,0X60D,3
02-01-2023,20ZK4,26
02-01-2023,2KKS6,31
02-01-2023,24602,2
02-01-2023,2KX22,187
02-01-2023,466DO,1
02-01-2023,44Q8D,237
02-01-2023,4IDQ0,3
02-01-2023,4QGOD,1
02-01-2023,4SKMK,1
02-01-2023,6200K,16
02-01-2023,66D40,1
02-01-2023,66XM2,209
02-01-2023,6OM42,14
02-01-2023,6U04K,1
02-01-2023,6KVVZ,243
02-01-2023,80M86,1
02-01-2023,88400,1
02-01-2023,88UIX,100
02-01-2023,8DUOO,214
02-01-2023,8KI6X,254
02-01-2023,8MK04,343
02-01-2023,8SXQU,1
02-01-2023,8KZXK,74
02-01-2023,8K2ZK,1
02-01-2023,DD0QI,100
02-01-2023,DDOUS,18
02-01-2023,D8SGZ,3
02-01-2023,DG6VX,1
02-01-2023,DGXD0,100
02-01-2023,DK4DI,1
02-01-2023,DKUG0,8
02-01-2023,GVK2M,3
02-01-2023,GG8I0,1
02-01-2023,I4GO2,59
02-01-2023,IU6KD,66
02-01-2023,K8IM8,6
02-01-2023,KK6K8,1
02-01-2023,KKX68,30
02-01-2023,M04X6,116
02-01-2023,M0GKG,12
02-01-2023,M0KSS,1
02-01-2023,MDM6M,40
02-01-2023,ODDG2,38
02-01-2023,OGOXK,1
02-01-2023,OGXDI,302
02-01-2023,OSIVS,3
02-01-2023,QX48O,5
02-01-2023,SZVKX,1
02-01-2023,U2X64,2
02-01-2023,U8UI0,45
02-01-2023,V6K02,7
02-01-2023,VDKQ8,1
02-01-2023,XDV0V,8
02-01-2023,XZQDZ,3
02-01-2023,ZMVX0,12
02-01-2023,ZXKX2,1
02-01-2023,ZX4SQ,36
03-01-2023,00QMO,1
03-01-2023,0S6D4,28
